a,b,completion
6,21,42
6,22,88
6,23,69
6,24,96
6,25,100
6,26,104
6,27,126
6,28,112
6,29,138
6,30,120
6,31,126
6,32,128
6,33,132
6,34,126
6,35,140
6,36,144
6,37,166
6,38,188
6,39,156
6,40,160
6,41,161
6,42,168
6,43,173
6,44,176
6,45,210
6,46,246
6,47,188
6,48,192
6,49,201
6,50,200
6,51,201
6,52,208
6,53,478
6,54,252
6,55,456
6,56,456
6,57,498
6,58,522
6,59,523
6,60,240
6,61,522
6,62,498
6,63,663
6,64,576
6,65,665
6,66,522
6,67,498
6,68,498
6,69,522
6,70,2870
6,71,522
6,72,576
6,73,498
6,74,498
6,75,498
6,76,476
6,77,498
6,78,578
6,79,522
6,80,576
6,81,582
6,82,582
6,83,583
6,84,576
6,85,585
6,86,576
6,87,598
6,88,588
6,89,522
6,90,592
6,91,522
6,92,592
6,93,602
6,94,594
6,95,602
6,96,576
6,97,597
6,98,598
6,99,699
7,0,7
7,1,7
7,2,28
7,3,21
7,4,28
7,5,35
7,6,42
7,7,28
7,8,56
7,9,63
7,10,70
7,11,77
7,12,84
7,13,56
7,14,56
7,15,56
7,16,56
7,17,56
7,18,126
7,19,56
7,20,140
7,21,105
7,22,112
7,23,56
7,24,120
7,25,125
7,26,126
7,27,147
7,28,56
7,29,143
7,30,150
7,31,127
7,32,128
7,33,167
7,34,166
7,35,175
7,36,168
7,37,187
7,38,188
7,39,189
7,40,140
7,41,161
7,42,210
7,43,173
7,44,164
7,45,210
7,46,246
7,47,188
7,48,228
7,49,247
7,50,210
7,51,498
7,52,476
7,53,478
7,54,456
7,55,478
7,56,456
7,57,498
7,58,522
7,59,523
7,60,522
7,61,522
7,62,498
7,63,598
7,64,576
7,65,498
7,66,498
7,67,498
7,68,498
7,69,522
7,70,2870
7,71,522
7,72,576
7,73,573
7,74,498
7,75,498
7,76,576
7,77,577
7,78,578
7,79,598
7,80,576
7,81,582
7,82,582
7,83,583
7,84,576
7,85,585
7,86,576
7,87,657
7,88,588
7,89,598
7,90,598
7,91,592
7,92,592
7,93,592
7,94,594
7,95,595
7,96,576
7,97,597
7,98,598
7,99,522
8,0,8
8,1,8
8,2,32
8,3,24
8,4,32
8,5,40
8,6,48
8,7,56
8,8,64
8,9,56
8,10,80
8,11,56
8,12,80
8,13,56
8,14,56
8,15,56
8,16,128
8,17,56
8,18,104
8,19,56
8,20,80
8,21,56
8,22,152
8,23,56
8,24,128
8,25,100
8,26,128
8,27,144
8,28,112
8,29,152
8,30,120
8,31,152
8,32,128
8,33,166
8,34,164
8,35,210
8,36,192
8,37,248
8,38,248
8,39,228
8,40,160
8,41,208
8,42,252
8,43,442
8,44,248
8,45,228
8,46,248
8,47,476
8,48,288
8,49,498
8,50,200
8,51,498
8,52,496
8,53,478
8,54,456
8,55,498
8,56,456
8,57,498
8,58,522
8,59,523
8,60,544
8,61,522
8,62,522
8,63,598
8,64,576
8,65,582
8,66,522
8,67,522
8,68,576
8,69,522
8,70,2870
8,71,522
8,72,576
8,73,598
8,74,576
8,75,575
8,76,576
8,77,522
8,78,598
8,79,598
8,80,576
8,81,582
8,82,576
8,83,598
8,84,576
8,85,585
8,86,576
8,87,602
8,88,588
8,89,598
8,90,576
8,91,522
8,92,592
8,93,592
8,94,522
8,95,522
8,96,576
8,97,522
8,98,598
8,99,522
9,0,9
9,1,9
9,2,36
9,3,81
9,4,36
9,5,45
9,6,90
9,7,105
9,8,72
9,9,81
9,10,90
9,11,99
9,12,108
9,13,195
9,14,522
9,15,225
9,16,144
9,17,289
9,18,324
9,19,189
9,20,120
9,21,105
9,22,138
9,23,138
9,24,144
9,25,225
9,26,156
9,27,135
9,28,168
9,29,522
9,30,210
9,31,93
9,32,288
9,33,198
9,34,522
9,35,210
9,36,216
9,37,478
9,38,478
9,39,195
9,40,240
9,41,522
9,42,522
9,43,522
9,44,522
9,45,522
9,46,498
9,47,498
9,48,240
9,49,498
9,50,522
9,51,522
9,52,522
9,53,522
9,54,522
9,55,522
9,56,522
9,57,522
9,58,522
9,59,523
9,60,522
9,61,522
9,62,522
9,63,522
9,64,522
9,65,522
9,66,522
9,67,522
9,68,522
9,69,522
9,70,2870
9,71,522
9,72,522
9,73,522
9,74,522
9,75,575
9,76,522
9,77,522
9,78,522
9,79,522
9,80,522
9,81,522
9,82,522
9,83,582
9,84,522
9,85,585
9,86,522
9,87,522
9,88,522
9,89,522
9,90,522
9,91,522
9,92,522
9,93,993
9,94,522
9,95,995
9,96,522
9,97,522
9,98,522
9,99,522
10,0,10
10,1,10
10,2,40
10,3,63
10,4,80
10,5,100
10,6,120
10,7,105
10,8,80
10,9,90
10,10,100
10,11,110
10,12,240
10,13,113
10,14,280
10,15,150
10,16,128
10,17,170
10,18,108
10,19,106
10,20,160
10,21,210
10,22,110
10,23,92
10,24,240
10,25,100
10,26,104
10,27,135
10,28,56
10,29,149
10,30,210
10,31,121
10,32,128
10,33,166
10,34,164
10,35,210
10,36,216
10,37,478
10,38,248
10,39,196
10,40,240
10,41,522
10,42,522
10,43,522
10,44,456
10,45,210
10,46,476
10,47,498
10,48,288
10,49,498
10,50,200
10,51,498
10,52,472
10,53,522
10,54,498
10,55,522
10,56,456
10,57,522
10,58,522
10,59,523
10,60,522
10,61,522
10,62,522
10,63,582
10,64,544
10,65,522
10,66,522
10,67,522
10,68,522
10,69,522
10,70,2870
10,71,522
10,72,792
10,73,522
10,74,522
10,75,725
10,76,792
10,77,522
10,78,598
10,79,598
10,80,576
10,81,582
10,82,582
10,83,582
10,84,784
10,85,885
10,86,672
10,87,602
10,88,588
10,89,598
10,90,598
10,91,522
10,92,592
10,93,602
10,94,602
10,95,595
10,96,864
10,97,598
10,98,598
10,99,522
11,0,11
11,1,11
11,2,66
11,3,63
11,4,88
11,5,105
11,6,66
11,7,133
11,8,112
11,9,99
11,10,110
11,11,121
11,12,72
11,13,113
11,14,576
11,15,115
11,16,576
11,17,113
11,18,522
11,19,111
11,20,110
11,21,121
11,22,442
11,23,111
11,24,144
11,25,125
11,26,122
11,27,141
11,28,112
11,29,149
11,30,150
11,31,121
11,32,128
11,33,133
11,34,442
11,35,175
11,36,476
11,37,478
11,38,478
11,39,199
11,40,544
11,41,522
11,42,742
11,43,522
11,44,456
11,45,495
11,46,476
11,47,478
11,48,476
11,49,498
11,50,498
11,51,498
11,52,476
11,53,521
11,54,522
11,55,522
11,56,498
11,57,522
11,58,522
11,59,523
11,60,522
11,61,522
11,62,522
11,63,598
11,64,576
11,65,582
11,66,522
11,67,522
11,68,522
11,69,522
11,70,2870
11,71,522
11,72,772
11,73,598
11,74,598
11,75,575
11,76,576
11,77,522
11,78,602
11,79,598
11,80,576
11,81,582
11,82,582
11,83,598
11,84,784
11,85,585
11,86,672
11,87,657
11,88,588
11,89,602
11,90,602
11,91,598
11,92,592
11,93,602
11,94,598
11,95,595
11,96,672
11,97,598
11,98,598
11,99,522
12,0,0
12,1,12
12,2,72
12,3,72
12,4,80
12,5,75
12,6,120
12,7,126
12,8,128
12,9,108
12,10,120
12,11,121
12,12,240
12,13,156
12,14,168
12,15,120
12,16,128
12,17,104
12,18,144
12,19,138
12,20,400
12,21,168
12,22,152
12,23,93
12,24,480
12,25,100
12,26,104
12,27,162
12,28,112
12,29,138
12,30,120
12,31,126
12,32,128
12,33,132
12,34,624
12,35,210
12,36,288
12,37,442
12,38,188
12,39,156
12,40,160
12,41,522
12,42,792
12,43,592
12,44,544
12,45,602
12,46,476
12,47,522
12,48,288
12,49,498
12,50,200
12,51,521
12,52,576
12,53,522
12,54,522
12,55,522
12,56,456
12,57,522
12,58,522
12,59,523
12,60,522
12,61,522
12,62,522
12,63,621
12,64,704
12,65,602
12,66,672
12,67,667
12,68,598
12,69,522
12,70,2870
12,71,522
12,72,792
12,73,598
12,74,498
12,75,725
12,76,792
12,77,771
12,78,792
12,79,602
12,80,704
12,81,672
12,82,792
12,83,672
12,84,784
12,85,725
12,86,672
12,87,672
12,88,792
12,89,602
12,90,792
12,91,602
12,92,864
12,93,672
12,94,792
12,95,602
12,96,704
12,97,602
12,98,798
12,99,522
13,0,0
13,1,13
13,2,62
13,3,81
13,4,80
13,5,113
13,6,138
13,7,133
13,8,128
13,9,138
13,10,138
13,11,113
13,12,156
13,13,156
13,14,592
13,15,113
13,16,576
13,17,113
13,18,522
13,19,113
13,20,138
13,21,113
13,22,122
13,23,93
13,24,120
13,25,113
13,26,122
13,27,138
13,28,112
13,29,113
13,30,138
13,31,113
13,32,128
13,33,113
13,34,522
13,35,127
13,36,576
13,37,522
13,38,522
13,39,137
13,40,140
13,41,522
13,42,742
13,43,543
13,44,544
13,45,522
13,46,522
13,47,522
13,48,476
13,49,522
13,50,522
13,51,521
13,52,522
13,53,513
13,54,522
13,55,522
13,56,576
13,57,522
13,58,522
13,59,523
13,60,522
13,61,621
13,62,522
13,63,621
13,64,576
13,65,602
13,66,672
13,67,667
13,68,522
13,69,522
13,70,2870
13,71,522
13,72,772
13,73,522
13,74,522
13,75,575
13,76,676
13,77,602
13,78,602
13,79,602
13,80,576
13,81,582
13,82,602
13,83,617
13,84,784
13,85,685
13,86,672
13,87,657
13,88,672
13,89,602
13,90,602
13,91,602
13,92,672
13,93,602
13,94,602
13,95,602
13,96,672
13,97,602
13,98,602
13,99,522
14,0,14
14,1,14
14,2,56
14,3,84
14,4,112
14,5,140
14,6,126
14,7,126
14,8,152
14,9,126
14,10,140
14,11,126
14,12,168
14,13,592
14,14,392
14,15,140
14,16,576
14,17,582
14,18,576
14,19,522
14,20,140
14,21,140
14,22,442
14,23,112
14,24,576
14,25,140
14,26,576
14,27,126
14,28,112
14,29,138
14,30,140
14,31,126
14,32,128
14,33,126
14,34,602
14,35,522
14,36,576
14,37,522
14,38,576
14,39,522
14,40,140
14,41,522
14,42,792
14,43,592
14,44,544
14,45,522
14,46,522
14,47,522
14,48,248
14,49,498
14,50,522
14,51,521
14,52,576
14,53,513
14,54,624
14,55,522
14,56,576
14,57,522
14,58,522
14,59,523
14,60,522
14,61,602
14,62,792
14,63,798
14,64,792
14,65,725
14,66,766
14,67,667
14,68,792
14,69,771
14,70,2870
14,71,1471
14,72,792
14,73,672
14,74,598
14,75,725
14,76,792
14,77,771
14,78,798
14,79,602
14,80,792
14,81,771
14,82,798
14,83,672
14,84,784
14,85,725
14,86,672
14,87,672
14,88,792
14,89,602
14,90,792
14,91,771
14,92,792
14,93,771
14,94,708
14,95,771
14,96,792
14,97,602
14,98,798
14,99,522
15,0,15
15,1,15
15,2,75
15,3,75
15,4,120
15,5,105
15,6,120
15,7,140
15,8,160
15,9,225
15,10,150
15,11,105
15,12,240
15,13,592
15,14,576
15,15,150
15,16,80
15,17,517
15,18,576
15,19,522
15,20,450
15,21,105
15,22,522
15,23,138
15,24,240
15,25,150
15,26,522
15,27,135
15,28,140
15,29,138
15,30,150
15,31,125
15,32,128
15,33,138
15,34,602
15,35,210
15,36,672
15,37,602
15,38,522
15,39,522
15,40,140
15,41,522
15,42,742
15,43,543
15,44,544
15,45,225
15,46,522
15,47,522
15,48,240
15,49,522
15,50,150
15,51,521
15,52,522
15,53,523
15,54,602
15,55,522
15,56,576
15,57,522
15,58,522
15,59,522
15,60,792
15,61,602
15,62,742
15,63,621
15,64,704
15,65,870
15,66,672
15,67,522
15,68,522
15,69,771
15,70,2870
15,71,1471
15,72,792
15,73,598
15,74,598
15,75,725
15,76,792
15,77,522
15,78,798
15,79,771
15,80,740
15,81,582
15,82,582
15,83,598
15,84,784
15,85,725
15,86,602
15,87,672
15,88,588
15,89,602
15,90,690
15,91,598
15,92,592
15,93,602
15,94,594
15,95,725
15,96,792
15,97,598
15,98,798
15,99,599
16,0,0
16,1,16
16,2,64
16,3,81
16,4,64
16,5,100
16,6,144
16,7,140
16,8,128
16,9,144
16,10,320
16,11,176
16,12,96
16,13,592
16,14,576
16,15,100
16,16,256
16,17,5
16,18,576
16,19,522
16,20,640
16,21,522
16,22,522
16,23,136
16,24,512
16,25,100
16,26,576
16,27,522
16,28,128
16,29,522
16,30,240
16,31,124
16,32,128
16,33,132
16,34,672
16,35,602
16,36,576
16,37,522
16,38,576
16,39,522
16,40,320
16,41,522
16,42,792
16,43,602
16,44,544
16,45,672
16,46,576
16,47,522
16,48,576
16,49,522
16,50,864
16,51,521
16,52,576
16,53,602
16,54,624
16,55,602
16,56,576
16,57,522
16,58,522
16,59,522
16,60,864
16,61,621
16,62,792
16,63,621
16,64,864
16,65,870
16,66,864
16,67,522
16,68,792
16,69,1469
16,70,2870
16,71,1671
16,72,792
16,73,522
16,74,498
16,75,575
16,76,792
16,77,522
16,78,792
16,79,672
16,80,880
16,81,598
16,82,598
16,83,598
16,84,864
16,85,585
16,86,672
16,87,672
16,88,864
16,89,602
16,90,880
16,91,592
16,92,864
16,93,672
16,94,598
16,95,595
16,96,864
16,97,598
16,98,864
16,99,522
17,0,17
17,1,17
17,2,85
17,3,85
17,4,104
17,5,85
17,6,138
17,7,137
17,8,176
17,9,153
17,10,170
17,11,167
17,12,170
17,13,592
17,14,576
17,15,582
17,16,576
17,17,498
17,18,522
17,19,522
17,20,522
17,21,498
17,22,522
17,23,478
17,24,576
17,25,575
17,26,522
17,27,522
17,28,522
17,29,522
17,30,170
17,31,127
17,32,576
17,33,137
17,34,602
17,35,522
17,36,576
17,37,522
17,38,522
17,39,522
17,40,576
17,41,522
17,42,742
17,43,543
17,44,544
17,45,522
17,46,522
17,47,522
17,48,576
17,49,522
17,50,522
17,51,521
17,52,522
17,53,523
17,54,522
17,55,522
17,56,576
17,57,522
17,58,522
17,59,522
17,60,522
17,61,522
17,62,522
17,63,621
17,64,576
17,65,582
17,66,522
17,67,522
17,68,522
17,69,1471
17,70,2870
17,71,2
17,72,522
17,73,1625
17,74,2174
17,75,498
17,76,576
17,77,522
17,78,798
17,79,598
17,80,576
17,81,598
17,82,598
17,83,598
17,84,576
17,85,585
17,86,598
17,87,598
17,88,588
17,89,598
17,90,598
17,91,598
17,92,592
17,93,598
17,94,598
17,95,595
17,96,576
17,97,598
17,98,598
17,99,522
18,0,18
18,1,18
18,2,72
18,3,81
18,4,96
18,5,135
18,6,144
18,7,138
18,8,144
18,9,162
18,10,180
18,11,138
18,12,216
18,13,602
18,14,576
18,15,210
18,16,576
18,17,517
18,18,324
18,19,138
18,20,180
18,21,672
18,22,672
18,23,138
18,24,720
18,25,225
18,26,602
18,27,672
18,28,168
18,29,522
18,30,180
18,31,138
18,32,128
18,33,165
18,34,672
18,35,602
18,36,672
18,37,602
18,38,672
18,39,602
18,40,576
18,41,602
18,42,792
18,43,602
18,44,544
18,45,602
18,46,602
18,47,522
18,48,288
18,49,522
18,50,602
18,51,522
18,52,576
18,53,602
18,54,624
18,55,602
18,56,576
18,57,522
18,58,522
18,59,522
18,60,522
18,61,621
18,62,602
18,63,621
18,64,704
18,65,602
18,66,672
18,67,667
18,68,522
18,69,2
18,70,2870
18,71,2
18,72,792
18,73,2187
18,74,2174
18,75,498
18,76,792
18,77,522
18,78,798
18,79,602
18,80,792
18,81,598
18,82,598
18,83,672
18,84,784
18,85,602
18,86,672
18,87,672
18,88,588
18,89,602
18,90,990
18,91,602
18,92,592
18,93,672
18,94,598
18,95,598
18,96,576
18,97,598
18,98,598
18,99,522
19,0,19
19,1,19
19,2,76
19,3,81
19,4,104
19,5,115
19,6,138
19,7,154
19,8,176
19,9,189
19,10,190
19,11,498
19,12,252
19,13,592
19,14,576
19,15,522
19,16,576
19,17,517
19,18,522
19,19,5
19,20,522
19,21,522
19,22,522
19,23,478
19,24,576
19,25,575
19,26,522
19,27,522
19,28,522
19,29,522
19,30,602
19,31,139
19,32,576
19,33,133
19,34,602
19,35,576
19,36,576
19,37,602
19,38,522
19,39,522
19,40,672
19,41,602
19,42,742
19,43,602
19,44,544
19,45,522
19,46,522
19,47,522
19,48,576
19,49,522
19,50,522
19,51,521
19,52,522
19,53,523
19,54,522
19,55,522
19,56,576
19,57,522
19,58,522
19,59,522
19,60,522
19,61,522
19,62,522
19,63,621
19,64,576
19,65,582
19,66,522
19,67,522
19,68,522
19,69,1471
19,70,2870
19,71,522
19,72,772
19,73,2
19,74,2174
19,75,498
19,76,576
19,77,522
19,78,798
19,79,598
19,80,576
19,81,598
19,82,598
19,83,598
19,84,784
19,85,598
19,86,598
19,87,598
19,88,588
19,89,598
19,90,598
19,91,598
19,92,592
19,93,598
19,94,598
19,95,595
19,96,576
19,97,598
19,98,598
19,99,522
20,0,0
20,1,20
20,2,80
20,3,120
20,4,160
20,5,100
20,6,120
20,7,140
20,8,160
20,9,210
20,10,400
20,11,220
20,12,400
20,13,592
20,14,576
20,15,400
20,16,576
20,17,522
20,18,576
20,19,522
20,20,400
20,21,140
20,22,522
20,23,522
20,24,640
20,25,100
20,26,522
20,27,672
20,28,140
20,29,522
20,30,600
20,31,522
20,32,864
20,33,522
20,34,704
20,35,735
20,36,864
20,37,602
20,38,792
20,39,602
20,40,640
20,41,841
20,42,792
20,43,843
20,44,544
20,45,672
20,46,846
20,47,602
20,48,864
20,49,522
20,50,880
20,51,602
20,52,832
20,53,602
20,54,704
20,55,602
20,56,784
20,57,522
20,58,522
20,59,522
20,60,1260
20,61,721
20,62,792
20,63,1263
20,64,1664
20,65,2145
20,66,1366
20,67,1667
20,68,2240
20,69,2
20,70,2870
20,71,2
20,72,1680
20,73,2187
20,74,2148
20,75,2125
20,76,2160
20,77,771
20,78,708
20,79,771
20,80,880
20,81,598
20,82,1680
20,83,598
20,84,784
20,85,2170
20,86,598
20,87,672
20,88,864
20,89,889
20,90,990
20,91,598
20,92,592
20,93,598
20,94,598
20,95,595
20,96,864
20,97,598
20,98,598
20,99,522
21,0,21
21,1,21
21,2,105
21,3,105
21,4,120
21,5,105
21,6,138
21,7,168
21,8,224
21,9,189
21,10,210
21,11,498
21,12,336
21,13,592
21,14,522
21,15,522
21,16,576
21,17,517
21,18,672
21,19,621
21,20,721
21,21,721
21,22,742
21,23,478
21,24,704
21,25,602
21,26,742
21,27,672
21,28,728
21,29,522
21,30,742
21,31,602
21,32,704
21,33,621
21,34,774
21,35,721
21,36,792
21,37,602
21,38,742
21,39,602
21,40,742
21,41,602
21,42,742
21,43,602
21,44,544
21,45,602
21,46,742
21,47,602
21,48,576
21,49,602
21,50,742
21,51,602
21,52,792
21,53,602
21,54,742
21,55,602
21,56,792
21,57,522
21,58,522
21,59,522
21,60,990
21,61,721
21,62,742
21,63,1263
21,64,704
21,65,2145
21,66,766
21,67,522
21,68,2170
21,69,2
21,70,2870
21,71,2
21,72,772
21,73,2187
21,74,2174
21,75,498
21,76,498
21,77,522
21,78,798
21,79,598
21,80,792
21,81,598
21,82,598
21,83,598
21,84,784
21,85,598
21,86,598
21,87,598
21,88,522
21,89,598
21,90,798
21,91,598
21,92,592
21,93,598
21,94,598
21,95,595
21,96,576
21,97,598
21,98,598
21,99,522
22,0,0
22,1,22
22,2,88
22,3,138
22,4,160
22,5,110
22,6,138
22,7,154
22,8,176
22,9,222
22,10,498
22,11,498
22,12,264
22,13,522
22,14,522
22,15,522
22,16,576
22,17,522
22,18,576
22,19,522
22,20,522
22,21,522
22,22,864
22,23,522
22,24,864
22,25,522
22,26,792
22,27,602
22,28,704
22,29,522
22,30,792
22,31,522
22,32,864
22,33,672
22,34,774
22,35,742
22,36,792
22,37,742
22,38,792
22,39,602
22,40,880
22,41,602
22,42,792
22,43,602
22,44,744
22,45,602
22,46,792
22,47,602
22,48,576
22,49,602
22,50,870
22,51,602
22,52,792
22,53,602
22,54,792
22,55,602
22,56,792
22,57,522
22,58,522
22,59,522
22,60,880
22,61,522
22,62,1262
22,63,1263
22,64,2176
22,65,2145
22,66,2222
22,67,2
22,68,2170
22,69,2
22,70,2870
22,71,2
22,72,2132
22,73,2187
22,74,3284
22,75,2185
22,76,3456
22,77,522
22,78,598
22,79,2170
22,80,2160
22,81,598
22,82,598
22,83,598
22,84,576
22,85,498
22,86,598
22,87,598
22,88,522
22,89,522
22,90,598
22,91,522
22,92,592
22,93,598
22,94,522
22,95,522
22,96,576
22,97,522
22,98,598
22,99,522
23,0,23
23,1,23
23,2,69
23,3,93
23,4,120
23,5,138
23,6,138
23,7,138
23,8,138
23,9,138
23,10,138
23,11,138
23,12,442
23,13,522
23,14,522
23,15,522
23,16,522
23,17,522
23,18,522
