a,b,completion
12,33,57
12,34,57
12,35,43
12,36,43
12,37,43
12,38,54
12,39,43
12,40,56
12,41,138
12,42,58
12,43,137
12,44,79
12,45,137
12,46,135
12,47,53
12,48,85
12,49,53
12,50,137
12,51,137
12,52,137
12,53,137
12,54,128
12,55,137
12,56,13
12,57,13
12,58,134
12,59,13
12,60,58
12,61,137
12,62,128
12,63,128
12,64,128
12,65,
12,66,100
12,67,35
12,68,25
12,69,137
12,70,134
12,71,138
12,72,138
12,73,137
12,74,145
12,75,145
12,76,134
12,77,43
12,78,156
12,79,137
12,80,134
12,81,138
12,82,15
12,83,15
12,84,15
12,85,145
12,86,15
12,87,
12,88,116
12,89,
12,90,158
12,91,158
12,92,138
12,93,158
12,94,
12,95,
12,96,
12,97,158
12,98,137
12,99,138
13,0,13
13,1,13
13,2,29
13,3,57
13,4,57
13,5,30
13,6,25
13,7,25
13,8,15
13,9,29
13,10,28
13,11,29
13,12,53
13,13,29
13,14,37
13,15,30
13,16,43
13,17,53
13,18,42
13,19,41
13,20,57
13,21,57
13,22,53
13,23,57
13,24,57
13,25,53
13,26,41
13,27,53
13,28,43
13,29,37
13,30,57
13,31,57
13,32,56
13,33,57
13,34,57
13,35,57
13,36,53
13,37,53
13,38,54
13,39,57
13,40,57
13,41,137
13,42,57
13,43,79
13,44,79
13,45,137
13,46,85
13,47,53
13,48,85
13,49,57
13,50,137
13,51,57
13,52,137
13,53,100
13,54,89
13,55,100
13,56,129
13,57,100
13,58,137
13,59,74
13,60,58
13,61,57
13,62,137
13,63,100
13,64,100
13,65,85
13,66,100
13,67,54
13,68,137
13,69,53
13,70,235
13,71,138
13,72,138
13,73,137
13,74,145
13,75,134
13,76,134
13,77,146
13,78,45
13,79,138
13,80,158
13,81,138
13,82,158
13,83,158
13,84,130
13,85,158
13,86,158
13,87,158
13,88,106
13,89,153
13,90,158
13,91,158
13,92,158
13,93,158
13,94,137
13,95,134
13,96,43
13,97,234
13,98,137
13,99,138
14,0,14
14,1,28
14,2,30
14,3,37
14,4,30
14,5,158
14,6,30
14,7,15
14,8,15
14,9,29
14,10,14
14,11,15
14,12,38
14,13,57
14,14,35
14,15,30
14,16,42
14,17,53
14,18,42
14,19,41
14,20,42
14,21,37
14,22,38
14,23,57
14,24,53
14,25,43
14,26,41
14,27,53
14,28,43
14,29,53
14,30,137
14,31,37
14,32,158
14,33,57
14,34,57
14,35,57
14,36,57
14,37,54
14,38,54
14,39,53
14,40,158
14,41,58
14,42,58
14,43,79
14,44,79
14,45,137
14,46,100
14,47,53
14,48,84
14,49,137
14,50,138
14,51,137
14,52,158
14,53,137
14,54,137
14,55,137
14,56,134
14,57,137
14,58,134
14,59,137
14,60,158
14,61,137
14,62,100
14,63,100
14,64,100
14,65,85
14,66,134
14,67,100
14,68,154
14,69,137
14,70,158
14,71,158
14,72,138
14,73,138
14,74,146
14,75,158
14,76,134
14,77,146
14,78,146
14,79,158
14,80,158
14,81,158
14,82,158
14,83,158
14,84,158
14,85,158
14,86,158
14,87,158
14,88,106
14,89,153
14,90,158
14,91,158
14,92,158
14,93,158
14,94,158
14,95,134
14,96,
14,97,158
14,98,137
14,99,138
15,0,15
15,1,15
15,2,30
15,3,85
15,4,85
15,5,30
15,6,45
15,7,15
15,8,15
15,9,35
15,10,15
15,11,30
15,12,30
15,13,57
15,14,55
15,15,30
15,16,35
15,17,53
15,18,35
15,19,41
15,20,45
15,21,57
15,22,45
15,23,57
15,24,43
15,25,43
15,26,41
15,27,43
15,28,43
15,29,43
15,30,137
15,31,43
15,32,137
15,33,57
15,34,100
15,35,85
15,36,43
15,37,54
15,38,97
15,39,53
15,40,158
15,41,158
15,42,158
15,43,100
15,44,79
15,45,137
15,46,100
15,47,85
15,48,85
15,49,137
15,50,137
15,51,137
15,52,137
15,53,100
15,54,100
15,55,100
15,56,137
15,57,100
15,58,15
15,59,11
15,60,158
15,61,137
15,62,137
15,63,100
15,64,100
15,65,100
15,66,100
15,67,100
15,68,145
15,69,14
15,70,158
15,71,158
15,72,158
15,73,153
15,74,150
15,75,158
15,76,158
15,77,146
15,78,158
15,79,158
15,80,158
15,81,158
15,82,15
15,83,158
15,84,15
15,85,158
15,86,15
15,87,153
15,88,106
15,89,153
15,90,158
15,91,158
15,92,158
15,93,158
15,94,158
15,95,138
15,96,
15,97,158
15,98,137
15,99,138
16,0,16
16,1,30
16,2,30
16,3,53
16,4,30
16,5,30
16,6,25
16,7,23
16,8,25
16,9,35
16,10,25
16,11,25
16,12,30
16,13,29
16,14,25
16,15,43
16,16,Sharif
16,17,43
16,18,42
16,19,41
16,20,42
16,21,56
16,22,56
16,23,57
16,24,53
16,25,43
16,26,43
16,27,43
16,28,43
16,29,41
16,30,43
16,31,38
16,32,158
16,33,57
16,34,79
16,35,85
16,36,43
16,37,54
16,38,
16,39,53
16,40,158
16,41,78
16,42,158
16,43,129
16,44,82
16,45,85
16,46,"1,7"
16,47,"1,7"
16,48,134
16,49,85
16,50,138
16,51,85
16,52,137
16,53,85
16,54,100
16,55,"1,7"
16,56,113
16,57,43
16,58,134
16,59,43
16,60,158
16,61,79
16,62,29
16,63,100
16,64,128
16,65,"1,7"
16,66,23
16,67,23
16,68,24
16,69,25
16,70,234
16,71,158
16,72,158
16,73,158
16,74,178
16,75,158
16,76,146
16,77,146
16,78,156
16,79,156
16,80,158
16,81,158
16,82,30
16,83,158
16,84,158
16,85,229
16,86,23
16,87,
16,88,156
16,89,256
16,90,158
16,91,158
16,92,158
16,93,158
16,94,
16,95,235
16,96,
16,97,158
16,98,176
16,99,176
17,0,17
17,1,138
17,2,43
17,3,30
17,4,30
17,5,30
17,6,25
17,7,25
17,8,25
17,9,29
17,10,17
17,11,30
17,12,30
17,13,30
17,14,35
17,15,43
17,16,25
17,17,53
17,18,43
17,19,43
17,20,43
17,21,57
17,22,57
17,23,57
17,24,43
17,25,43
17,26,43
17,27,43
17,28,43
17,29,43
17,30,43
17,31,25
17,32,137
17,33,57
17,34,17
17,35,137
17,36,43
17,37,54
17,38,185
17,39,23
17,40,158
17,41,138
17,42,158
17,43,start
17,44,85
17,45,
17,46,25
17,47,54
17,48,85
17,49,137
17,50,137
17,51,25
17,52,137
17,53,15
17,54,almost
17,55,137
17,56,137
17,57,15
17,58,
17,59,137
17,60,25
17,61,45
17,62,25
17,63,45
17,64,43
17,65,43
17,66,23
17,67,25
17,68,23
17,69,25
17,70,25
17,71,28
17,72,137
17,73,30
17,74,185
17,75,178
17,76,137
17,77,146
17,78,?
17,79,158
17,80,234
17,81,248
17,82,158
17,83,158
17,84,23
17,85,229
17,86,23
17,87,234
17,88,176
17,89,253
17,90,298
17,91,258
17,92,235
17,93,258
17,94,235
17,95,234
17,96,
17,97,234
17,98,
17,99,138
18,0,18
18,1,18
18,2,54
18,3,54
18,4,30
18,5,25
18,6,25
18,7,25
18,8,25
18,9,25
18,10,18
18,11,25
18,12,30
18,13,29
18,14,53
18,15,45
18,16,54
18,17,53
18,18,42
18,19,43
18,20,42
18,21,43
18,22,58
18,23,53
18,24,43
18,25,43
18,26,42
18,27,43
18,28,54
18,29,43
18,30,85
18,31,43
18,32,54
18,33,57
18,34,"1,7"
18,35,85
18,36,90
18,37,54
18,38,185
18,39,25
18,40,54
18,41,70
18,42,58
18,43,85
18,44,82
18,45,85
18,46,25
18,47,54
18,48,85
18,49,85
18,50,258
18,51,25
18,52,185
18,53,17
18,54,17
18,55,100
18,56,134
18,57,16
18,58,134
18,59,43
18,60,25
18,61,25
18,62,25
18,63,25
18,64,25
18,65,85
18,66,24
18,67,24
18,68,24
18,69,25
18,70,258
18,71,28
18,72,138
18,73,158
18,74,178
18,75,158
18,76,134
18,77,146
18,78,146
18,79,158
18,80,248
18,81,298
18,82,30
18,83,158
18,84,158
18,85,248
18,86,25
18,87,234
18,88,134
18,89,253
18,90,258
18,91,258
18,92,298
18,93,258
18,94,
18,95,234
18,96,134
18,97,234
18,98,234
18,99,178
19,0,19
19,1,20
19,2,23
19,3,56
19,4,97
19,5,23
19,6,25
19,7,24
19,8,25
19,9,25
19,10,18
19,11,18
19,12,59
19,13,100
19,14,85
19,15,93
19,16,100
19,17,134
19,18,23
19,19,29
19,20,43
19,21,43
19,22,43
19,23,57
19,24,53
19,25,93
19,26,43
19,27,23
19,28,26
19,29,23
19,30,23
19,31,23
19,32,106
19,33,21
19,34,17
19,35,93
19,36,23
19,37,23
19,38,23
19,39,23
19,40,53
19,41,107
19,42,57
19,43,20
19,44,53
19,45,53
19,46,23
19,47,54
19,48,85
19,49,23
19,50,23
19,51,25
19,52,18
19,53,16
19,54,17
19,55,100
19,56,93
19,57,14
19,58,85
19,59,43
19,60,25
19,61,25
19,62,25
19,63,45
19,64,53
19,65,54
19,66,23
19,67,24
19,68,45
19,69,54
19,70,25
19,71,98
19,72,137
19,73,45
19,74,145
19,75,134
19,76,144
19,77,43
19,78,45
19,79,56
19,80,158
19,81,28
19,82,36
19,83,56
19,84,30
19,85,54
19,86,23
19,87,54
19,88,106
19,89,134
19,90,58
19,91,234
19,92,56
19,93,30
19,94,53
19,95,54
19,96,54
19,97,
19,98,
19,99,138
20,0,20
20,1,30
20,2,40
20,3,30
20,4,30
20,5,30
20,6,35
20,7,25
20,8,35
20,9,35
20,10,30
20,11,30
20,12,30
20,13,56
20,14,53
20,15,85
20,16,54
20,17,53
20,18,42
20,19,35
20,20,40
20,21,57
20,22,56
20,23,57
20,24,56
20,25,85
20,26,43
20,27,43
20,28,43
20,29,43
20,30,137
20,31,43
20,32,156
20,33,57
20,34,57
20,35,137
20,36,43
20,37,54
20,38,
20,39,43
20,40,158
20,41,70
20,42,138
20,43,137
20,44,82
20,45,137
20,46,134
20,47,85
20,48,’
20,49,137
20,50,137
20,51,137
20,52,137
20,53,137
20,54,17
20,55,137
20,56,134
20,57,20
20,58,137
20,59,137
20,60,158
20,61,137
20,62,40
20,63,137
20,64,100
20,65,
20,66,24
20,67,
20,68,24
20,69,34
20,70,234
20,71,134
20,72,138
20,73,158
20,74,146
20,75,138
20,76,134
20,77,146
20,78,146
20,79,138
20,80,248
20,81,158
20,82,158
20,83,158
20,84,23
20,85,229
20,86,234
20,87,235
20,88,
20,89,
20,90,234
20,91,234
20,92,138
20,93,158
20,94,
20,95,350
20,96,
20,97,234
20,98,
20,99,138
21,0,21
21,1,27
21,2,37
21,3,56
21,4,115
21,5,139
21,6,15
21,7,15
21,8,15
21,9,29
21,10,14
21,11,23
21,12,53
21,13,20
21,14,85
21,15,139
21,16,129
21,17,43
21,18,137
21,19,137
21,20,137
21,21,57
21,22,57
21,23,57
21,24,53
21,25,43
21,26,43
21,27,43
21,28,30
21,29,23
21,30,137
21,31,23
21,32,129
21,33,17
21,34,17
21,35,23
21,36,45
21,37,23
21,38,23
21,39,23
21,40,137
21,41,27
21,42,57
21,43,17
21,44,23
21,45,23
21,46,23
21,47,23
21,48,23
21,49,23
21,50,23
21,51,23
21,52,23
21,53,17
21,54,17
21,55,23
21,56,23
21,57,21
21,58,21
21,59,23
21,60,25
21,61,23
21,62,25
21,63,23
21,64,23
21,65,23
21,66,23
21,67,23
21,68,23
21,69,24
21,70,25
21,71,28
21,72,137
21,73,45
21,74,23
21,75,24
21,76,23
21,77,43
21,78,23
21,79,26
21,80,27
21,81,30
21,82,27
21,83,26
21,84,30
21,85,30
21,86,25
21,87,25
21,88,54
21,89,23
21,90,23
21,91,229
21,92,35
21,93,30
21,94,53
21,95,54
21,96,43
21,97,54
21,98,27
21,99,30
22,0,22
22,1,38
22,2,30
22,3,30
22,4,30
22,5,30
22,6,25
22,7,23
22,8,23
22,9,30
22,10,43
22,11,25
22,12,30
22,13,29
22,14,58
22,15,43
22,16,54
22,17,53
22,18,156
22,19,45
22,20,138
22,21,53
22,22,56
22,23,57
22,24,53
22,25,43
22,26,53
22,27,53
22,28,26
22,29,35
22,30,156
22,31,37
22,32,56
22,33,57
22,34,57
22,35,43
22,36,45
22,37,54
22,38,54
22,39,23
22,40,158
22,41,70
22,42,58
22,43,67
22,44,68
22,45,85
22,46,134
22,47,54
22,48,134
22,49,23
22,50,20
22,51,25
22,52,98
22,53,20
22,54,20
22,55,22
22,56,20
22,57,21
22,58,134
22,59,23
22,60,25
22,61,25
22,62,26
22,63,45
22,64,20
22,65,45
22,66,24
22,67,54
22,68,54
22,69,24
22,70,234
22,71,138
22,72,138
22,73,45
22,74,30
22,75,138
22,76,134
22,77,43
22,78,146
22,79,45
22,80,248
22,81,137
22,82,30
22,83,26
22,84,30
22,85,45
22,86,25
22,87,23
22,88,54
22,89,236
22,90,248
22,91,258
22,92,138
22,93,158
22,94,30
22,95,35
22,96,54
22,97,256
22,98,54
22,99,238
23,0,23
23,1,138
23,2,138
23,3,137
23,4,106
23,5,138
23,6,138
23,7,145
23,8,141
23,9,58
23,10,43
23,11,30
23,12,138
23,13,59
23,14,57
23,15,57
23,16,43
23,17,53
23,18,106
23,19,57
23,20,57
23,21,57
23,22,58
23,23,58
23,24,85
23,25,85
23,26,85
23,27,73
23,28,70
23,29,85
23,30,137
23,31,57
23,32,106
23,33,67
